A,0.09036144578313253,-0.3460297523592035,0.35728654882190103,-0.5395822172001556,0.3110716389106989,0.5261597556605357,-0.360529078038373,-0.25299547121277155,-0.7409259235702226,-0.8514501268504742,-0.9183275940614211
B,0.0963855421686747,0.19765638132982155,-0.2681593144087624,0.7023718687396827,0.8105412960602736,0.38331972251361934,-0.23563427370982448,0.5042375843623645,-0.3616811133398372,0.7291070170133824,-0.23295252578581271
C,0.0963855421686747,0.31587849934638257,0.32268341325126637,0.6072319973211089,-0.06683404623266864,0.9267002998247276,-0.7761212231347545,-0.05500794468914938,-0.4392585151165027,-0.11297609873216352,0.362914647115925
D,0.08433734939759036,-0.6005457737476836,0.31972826741435156,0.9349743291724313,-0.905109164347256,0.546601065290619,-0.02376298769968832,-0.07402831310436686,0.5009165184696633,-0.6058557059428791,-0.56433625751471
E,0.10240963855421686,0.5113864748298376,-0.2764343179181312,0.5867943569995366,0.9828548513466207,-0.6745188028886739,0.5012916430383179,0.010668870507536399,0.6614157303025234,-0.4746998173905914,-0.632888959312012
F,0.08433734939759036,0.5130567118564304,0.34981324815162784,0.3224916369938129,-0.5296339477349978,0.573447244517296,-0.9133861467567046,-0.9843854442081315,0.35571024046604816,0.16785802198596733,-0.22958340284708334
G,0.10240963855421686,-0.527732148843048,-0.9992354603862885,0.25583557925232614,0.8216986811288758,0.7799971461420194,0.31085568932347596,-0.08729432428244976,-0.7471182025042005,0.1690520857950102,-0.9280263961394024
H,0.12048192771084337,-0.9804945711410042,-0.9908116517125785,0.7231864328862718,-0.22008914825845793,-0.5138697836465274,-0.9705580062934664,-0.7618233331578139,-0.5450621347067972,0.49535231997290086,-0.5108109713305684
I,0.12650602409638553,0.8630038078833668,0.20823851744676447,0.0910403864594529,-0.33199582608185496,0.824497928092268,-0.0721545401739212,-0.43646357540299463,-0.2041573921172095,-0.2215275835202839,-0.6046042597611101
J,0.0963855421686747,0.6780427981895194,0.16782689599468115,0.42992314557241196,-0.8339849978484837,0.01814344607169338,-0.07139867360064667,0.4378861907921088,0.4169570568307597,0.6440100358372005,0.7977302662727743
