A,0.08949416342412451,-0.4187789193904816,0.9808017219462235,-0.9765177523364792,-0.33521060485391097,0.8896635925389063,0.26647734909884946,-0.5470030209845134,-0.7377962803327127,-0.7991934188612362,0.21420086157562812
B,0.11673151750972763,0.19756039968125783,-0.5693480926860379,-0.2629374202260284,-0.6384002863666622,0.9858708556245357,0.7697436599765735,0.9991066148505419,-0.002337802256995758,0.7632965220361825,0.8283293189201897
C,0.0933852140077821,0.2594418251178283,-0.4546129244374941,-0.13923016984314862,-0.5302787576864318,-0.3253925139725491,-0.9790964218970533,0.084332468341489,-0.45183343037253065,0.5924556854317344,0.8996345312079419
D,0.08560311284046693,-0.7980566756756804,0.1688397160962687,0.030055148876992677,0.8558573861373471,-0.954504568365794,-0.9834834976298108,-0.8571290438798416,0.6422969773296252,-0.19400481772248557,-0.40493894681551423
E,0.09727626459143969,0.15155935783915941,0.640751758922657,-0.5626675027899164,0.582402759283571,0.06694981472745543,0.47911158935393106,0.49484380399271344,-0.2265796616263609,-0.1720840103651491,-0.6795027297100733
F,0.10505836575875487,-0.9798404389188802,0.19783844469973055,-0.5180197169325453,-0.7747060933202381,-0.30889371395799103,0.6345872244866604,-0.1418673332190843,0.6886722676959662,0.1805194131509078,0.36538392816672083
G,0.08949416342412451,-0.7332970176319396,0.8385221863849157,0.8542642298654066,-0.026949000888369934,0.5942963254991809,0.4787577185157559,0.6361376448094227,0.24600903869478397,0.23222284141225868,-0.20296031358540523
H,0.10505836575875487,0.7347862454364478,0.9526099334182305,0.9236645397348096,-0.5009942202183075,0.9094221424815372,0.8853926831446306,-0.06297080032900815,0.0487478569883153,-0.4026537984223011,0.5178664537898743
I,0.10505836575875487,-0.34717866160438704,-0.5272670791620211,0.8213326734055175,-0.07517703633356176,0.21362745834570673,-0.7809888538556189,-0.14375361966719447,0.02225554418675424,0.3186457441780457,-0.3486375866300304
J,0.11284046692607004,0.6711151153578472,0.6013307656765008,-0.04379200219046253,0.0817595105921971,0.7487858539716308,-0.9622566696276715,0.12032833264783638,-0.1625724309441321,0.9682130995699372,-0.5952369660935894
