A,0.08866995073891626,-0.5079313348254206,-0.43809625262135077,0.0659063327083369,0.850594447872409,-0.08034778077639393,-0.23427669593903144,0.611964274442778,-0.13940446730449696,0.53320844367273,-0.2506988398792931
B,0.08866995073891626,-0.4654730494856365,-0.859741073861912,0.023829583807825294,-0.07011847931224291,-0.8589242399122075,0.8516268596243284,0.6884854164343372,-0.16218505995334476,-0.045450008527992525,-0.388972513160762
C,0.13793103448275862,-0.8910229083574783,-0.3810067358031022,-0.405742086606943,0.9147008778417891,-0.03993096753473968,0.6448432159923951,0.6538297364191012,0.6879329699089063,-0.7648333957364004,0.4335934065267728
D,0.12315270935960591,-0.6016257814933315,-0.10011785781785609,-0.8387996794938277,0.5674171629845044,-0.057053695860545206,-0.49665420846215147,-0.2320731446934945,-0.1501918907933768,-0.6261039649692337,0.7265218282860915
E,0.13793103448275862,0.8261932529744012,-0.4572483327747092,-0.7677403274419261,-0.8514174138393831,0.21064425382245244,-0.2923662783671819,0.5586638051404325,-0.7968263827226467,0.7420817110677338,-0.49521376713947074
F,0.08374384236453201,0.46765671749828774,0.9894271495082352,0.5119306747129,-0.6060235734374317,0.3700878267421377,-0.13195566291064686,0.16168365052781608,0.16607418651555017,-0.3428374364652309,0.16548865389338197
G,0.08866995073891626,-0.4722759336071527,0.1807741625887982,0.360440651778698,0.09906163074508179,-0.6999993833998606,0.7843971219217916,-0.057575473537889055,-0.9812035971902109,0.10176146848260559,0.9302615117587063
H,0.08374384236453201,0.5494605638465742,-0.3170885075528911,0.8323234890166349,0.8763929866958291,-0.3581141466823765,-0.3674010916097259,0.13750260999419095,0.7591814627620157,0.7260076731409986,-0.7039929030558292
I,0.08374384236453201,-0.8434431624479846,-0.9879932760816146,0.9864563797331205,-0.8346948987607683,0.921344747928525,0.16562614102536521,-0.3506620256237478,0.9639683696268042,-0.17866877360279898,0.6508929555518355
J,0.08374384236453201,0.08209713127437612,0.36242119652142124,-0.7947617449927475,0.15158701586018042,0.8519549237955144,0.2661267986069884,0.4373146567056685,0.24072444860008346,-0.5318846144353395,-0.16497964292236422
